sentiment,content
worry,beautiful day wish bike run car hit run biketo
sadness,oh gosh hollyoak sad tonite
surprise,believe hannah dead hollyoak
sadness,way people cry school picnic decide want public confused sad
worry,poor baby girl chloe freak noise cute pitiful hiding middle table
fun,carol vorderman cancel interivew proof non believer
sadness,bite tongue sooo bad swollen
sadness,roll eye handle cry
worry,know ask carolyn will box time
sadness,mcfly anit age z
worry,ugh reno
neutral,hair fire right ewww smell
worry,slightly disturb hollyoak tonight think show
worry,yeah precisely think
neutral,get notify podcast accept itune course realize miss format fix
sadness,work graduation shame
worry,wait long buy pink ticket go nose bleed sad take binocular
worry,spend hour try newborn bird garden fly poor baby success
surprise,lt cute currently ymas pump blast not know revise comms
surprise,omg
worry,argh feel good
hate,lif unfair luk wat ma frend m hate
sadness,spgridview look pretty pretty sure code ugly
sadness,feel effect spring sinus kill
worry,tomato soup taste like red pepper
sadness,soo sad mcmcbuddy think look like little rainbow like burritos ok burritos
worry,sorry have bad week feel like good sleep well fog
worry,lonely lonelyyyy plz come
surprise,def ya tonight rn photo yesterday lol thank forget
worry,endodontist able remove hope ceramic crown shatter time later
surprise,rain cute rainboot
worry,sun come pray guy write skill test pass class graduate
neutral,aw play penis game morning want play
neutral,lmao know know
relief,today nice positive fun day week bum day
sadness,love brittany forget flower
boredom,love boy miss chat yesterday firt amp miss nick jonas
sadness,sad want sd zoo hi giraffe elephant polar bear
worry,photoshop will let save disk error blend take hour
neutral,actual go to need new job want
hate,effective stick sit let cramp lie pay consequence later eep
neutral,schwarzenegger propose close state park
neutral,look like schuhz arabyrd
sadness,feelin
sadness,good friend school change school
worry,dad sad mom come
love,awww bb sound lonely want drive fly snuggle
sadness,think june gloom arrive
surprise,way fast
neutral,
worry,s phone
worry,homey miss da bus
neutral,y get to b talkin bout clubbin y not b talkin bout movie dinner hangin
worry,think die play pushit miss come time isis tour
worry,sorry
happiness,lol girl video disturb love hk theme cute
worry,wake box ceiling find yerba mate coffee bean
hate,wow install twitter fox tired refresh browser
sadness,advice not pressure wash foot hurt worth want skin foot fyi ow
worry,feel like junkie live chronic pain disorder fentanyl morphin nice suck
surprise,know huh
worry,hi angela check email need thing sorry day
neutral,oh dear boyle stay
sadness,today slow time drag
worry,sorry probably fault
sadness,urghh go to project wanna waste valuable weekend time
sadness,follow follower nice
sadness,doubt boo leave awesome roadtrip
worry,poor thing
love,hug
sadness,yucky new throwback pepsi mountain dew plan keep drink
neutral,o ok im jealous wish bed
boredom,hetero challenge care think boring
worry,shoutout starvin like homeless cambodian kid lmao
sadness,want dm cuz follow thankss anyways maybe ill ya elle ay
neutral,buy lunch pay cut month
worry,phone work
neutral,ready new beta find showstoppe bug standby
worry,run accela unit test time year fail
neutral,fav little go to storm
worry,yeah think little warning guy miss shift day wk break sure
surprise,surprise probably know
surprise,say video wtf
neutral,want meet bill
sadness,sad tea oatmeal cold
surprise,lame say hello
worry,want espresso machine
worry,sorry
hate,dido little let stop word panic
neutral,ermm like black upper half completley grey
neutral,yeah feel remember look loopt phone nigga coughin
worry,thank ur gnite thank ur photo sim heart break
happiness,hey glad friday happy eat bad apple
happiness,finish new moon woo want
happiness,sit garden mummy get text boy think get hint obviously
worry,craig hog u guy haha work till tonight anyways
neutral,danny cut beautiful curl
worry,see half rro staff walk sadly
neutral,lunch time
sadness,m sad right becuz lady
happiness,dionusia
sadness,want goto lonovala frenz wedding bt transport arrngmnt wrkg
worry,time leave passive agressive note owner dog fault shitty owner
sadness,lonely day baguio
surprise,yolonda went swim phone beach lol lose contact
worry,bueno hope u feel well
surprise,guess bgn
worry,feel like bum recession try text
relief,know feeling
worry,mean hit dog car lay
worry,nice come business meeting feel desire amp valuable come date like date
relief,hahah valley cool valley texas valley like rio grande valley ahhaha wish live california valley
happiness,buy awesome new phone sony ericsson like
enthusiasm,get dreaded babysitter little h bump head sitter say fine goose egg go fast
neutral,boo listen
worry,gosh sorry man hope good news
worry,try stay upbeat wait key locked car
neutral,want rain away lately
sadness,aww m sorry m home hope ok love ya wifey xx
hate,get nerve not change pic
sadness,run town kathleen leave month
worry,get insurance form polo feel bit
worry,wish close
boredom,wow kinda bother jon deposit apparently keep getting fuck time deposit hard
worry,get home big shop totally munch starve m weigh morning oop
sadness,impossible watch flash video mac
happiness,
worry,ill week get bad viral infection
neutral,want dog cat want unconditonally love s materialistic family memeber
happiness,dollhouse save come season bad scrub
love,love remote access use desktop laptop emerge
worry,go tmobile need new phone work anymore
neutral,poor kitty hopefully able find good home
love,wayyy funny sure miss leave feel visit
neutral,smite yeah yeah cutie
sadness,know list miss b c conflicting plan
boredom,grumble weather man know wtf talkin
worry,incredibly worried stanley
relief,hour walk hot weather satisfied hurt nellie ow blister
neutral,gutte hollyoak xx
surprise,ha ha find new cocktail dance wench cranberry juice spice rum sound nice cranberry juice
worry,thnk m cry feel rlly bad
neutral,ok ff soooo follow meeee lol ughhhh lazy follower will not help
sadness,watch final episode boy flower
surprise,hey guy invite moody friend day
love,hold captive day freedom
sadness,hey socialmediatv ugh way pout social media tv live gt
sadness,pump bum time
neutral,say yes look like scratch plan b c supply demand
sadness,tonight night jay leno go to cry like baby
enthusiasm,sit weirdly pc know m go hit deck
worry,miss haayy
neutral,send youtube link erin watch cook cowboy
happiness,haha gross time come tell yum vancouver malay spot soon indian
neutral,smh flat lol
neutral,content content content gah story life right thx remind tweet
surprise,dnt play lasertag bestie old dead go
happiness,want massage
worry,bloody sunburned
sadness,feel pain live apt mos previous tenant cat burn eye tight lung gregg
neutral,twpp nw trend topic
surprise,help represent high profile actor tv film theatre career free tix jersey boy
sadness,child miss msne day
neutral,sorry upstate ny chilly weather surprise fl well amp panhandle hot
worry,oh opera google friendly weep
worry,start spoil pug brother max pass away tuesday miss
love,warren die hannah kill gutte love warren nasty
hate,tummy hurt oh no
worry,damn want movie sooo bad tell hehe
sadness,sad casue go seperate way go friend
worry,yes start feel effect humidity
worry,annoyed overwhelmed
sadness,wish rain will
sadness,dave happen work listen whine big time
sadness,fun idea see clothing look slouchy buy think people r buy dream
sadness,sick
worry,answer
worry,sorry hear kiddo hope feel lot well cast
neutral,smh play dress lol vid work
worry,potluck danielle take veggie tray miss
neutral,fun time money
surprise,wow sleep till good job
sadness,s
worry,game bad leave hi
hate,specially burnede wear mums shoe m blister suck ball
worry,anymore
enthusiasm,buy deck sleeve card page man page expensive stupid organizing collection
worry,california budget deficit billion mean big problem lot cut include state park
sadness,burn tongue workkkkkkkkkkkkkkkkk
surprise,google maybe actually know answer lol ps uo pic night m get anxious
worry,lupo bit far methink luv hour way providence love providence
neutral,site date macri deli close lunch favorite local greek spot trojan horse instead
sadness,soooo hungry right lunch time
sadness,pool orlando get new kick go seaworld tommrow miss good friend
happiness,night not meet end possibly good pizza chicago
sadness,bore fun companion miss bff alreadyyyy
worry,yay friday boo broke dosh
relief,itv plug special lot great night miss tweet come home
sadness,okay rap mix not stuff want m get ready leave
sadness,jus skin knee wat hurts lyke hell tho tha little one hurt tha
sadness,sad come pooch hall game accept friend request facebook
love,need bank
happiness,live migrate vmware vsp exam magento config quiet weekend party central
happiness,want
neutral,email yes ton
worry,oh sick feel kinda sick hate overcast weather
worry,ff
worry,sorry hear dude prob
worry,go to arthroscopy repair knee
worry,yeah stomach bug fever etc fun
sadness,wake come realization want need drop friend dammit
worry,
worry,interview somebody hire late
worry,sigh metal friend plan stuff sunday afternoon work feel like lose touch
neutral,wish gym
surprise,wish
sadness,life sad reminder phone recharge toothbrush
